Cost Center Code	Legacy Code	School	Address	City	State	Zip Code	Telephone	Fax	Grades	Calendar	Local District	Board District	File Build Date
1216201	2162	Aspire Gateway Charter Academy	8929 Kauffman Ave	South Gate	CA	90280	323-249-5740	323-249-5759	K- 5	Other	XR	5-Jackie Goldberg	2020-05-14
1225501	2255	Aspire Inskeep Academy Charter	123 W 59th St	Los Angeles	CA	90003	323-235-8400	323-232-8030	K- 6	Other	XR	7-Dr Richard A Vladovic	2020-05-14
1226601	2266	Aspire Junior Collegiate Academy	6724 S Alameda St	Huntington Park	CA	90255	323-583-5421	323-583-7271	K- 5	Other	XR	5-Jackie Goldberg	2020-05-14
1773301	7733	Aspire Pacific Academy	2565 58th St	Huntington Park	CA	90255	323-589-2800	323-589-2802	10-12	Other	XR	5-Jackie Goldberg	2020-05-14
1225301	2253	Aspire Slauson Academy Elementary	123 W 59th St	Los Angeles	CA	90003	323-235-8400	323-232-8030	K- 6	Other	XR	7-Dr Richard A Vladovic	2020-05-14
1225401	2254	Aspire Juanita Tate Academy Elementary	123 W 59th St	Los Angeles	CA	90003	323-235-8400	323-232-8030	K- 6	Other	XR	7-Dr Richard A Vladovic	2020-05-14
1226801	2268	Aspire Titan Academy	6720 S Alameda St	Huntington Park	CA	90255	323-583-5421	323-826-9608	K- 5	Other	XR	5-Jackie Goldberg	2020-05-14
1223301	2233	Atwater Avenue Elementary	3271 Silver Lake Blvd	Los Angeles	CA	90039	323-665-5941	323-665-5708	K- 6	1 Trk	C	5-Jackie Goldberg	2020-05-14
1223302	2297	Atwater Avenue Elementary DL Two-Way Im Spanish	3271 Silver Lake Blvd	Los Angeles	CA	90039	323-665-5941	323-665-5708	K- 2	1 Trk	C	5-Jackie Goldberg	2020-05-14
1802801	8028	Audubon Middle School	4120 11th Ave	Los Angeles	CA	90008	323-290-6300	323-296-2433	6- 8	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1802802	8029	Audubon Middle School Gifted Magnet	4120 11th Ave	Los Angeles	CA	90008	323-290-6300	323-296-2433	6- 8	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1468501	4685	Aurora Elementary	1050 E 52nd Pl	Los Angeles	CA	90011	323-238-1500	323-233-5228	K- 5	1 Trk	C	7-Dr Richard A Vladovic	2020-05-14
1468502	4816	Aurora Elementary DL Two-Way Im Spanish	1050 E 52nd Pl	Los Angeles	CA	90011	323-238-1500	323-233-5228	K- K	1 Trk	C	7-Dr Richard A Vladovic	2020-05-14
1224701	2247	Avalon Gardens Elementary	13940 S San Pedro St	Los Angeles	CA	90061	310-532-8540	310-217-1586	K- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1688602	2830	Judith F Baca Arts Acad DL Two-Way Im Spanish	1536 E 89th St	Los Angeles	CA	90002	323-826-3560	323-589-1068	K- 6	1 TRK	S	7-Dr Richard A Vladovic	2020-05-14
1688601	6886	Judith F Baca Arts Academy	1536 E 89th St	Los Angeles	CA	90002	323-826-3560	323-589-1068	K- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1402001	4020	Danny J Bakewell Sr Primary Center	8621 S Baring Cross St	Los Angeles	CA	90044	323-751-3887	323-751-5990	K- K	1 Trk	S	1-Dr George J McKenna III	2020-05-14
1756901	7569	Boys Academic Leadership Academy	1511 W 110th St	Los Angeles	CA	90047	323-820-6231	323-820-6232	6- 9	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1226901	2269	Balboa Elementary Gifted/Highly Gifted/High Ability Magnet	17020 Labrador St	Northridge	CA	91325	818-349-4801	818-993-3470	1- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1227401	2274	Baldwin Hills Elementary	5421 Rodeo Rd	Los Angeles	CA	90016	323-937-7223	323-937-6529	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1803803	5213	Hubert Howe Bancroft Middle School Gifted STEAM Magnet	929 N Las Palmas Ave	Los Angeles	CA	90038	323-993-3400	323-461-8246	6- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1803801	8038	Hubert Howe Bancroft Middle School	929 N Las Palmas Ave	Los Angeles	CA	90038	323-993-3400	323-461-8246	6- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1803802	8039	Hubert Howe Bancroft Middle School Performing Arts Magnet	929 N Las Palmas Ave	Los Angeles	CA	90038	323-993-3400	323-461-8246	6- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1228801	2288	Bandini Street Elementary	425 N Bandini St	San Pedro	CA	90731	310-832-4593	310-547-3300	K- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1194101	1941	Benjamin Banneker Career and Transition Center	14024 S San Pedro St	Los Angeles	CA	90061	310-324-6668	310-767-1456	12-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1852901	8529	Phineas Banning Senior High	1527 Lakme Ave	Wilmington	CA	90744	310-847-3700	310-830-5515	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1852902	8530	Phineas Banning Senior High College Preparatory Magnet	1527 Lakme Ave	Wilmington	CA	90744	310-847-3700	310-830-5515	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1852907	7602	Phineas Banning Senior High Firefighter Magnet	1527 Lakme Ave	Wilmington	CA	90744	310-847-3700	310-830-5515	9-12	1 TRK	S	7-Dr Richard A Vladovic	2020-05-14
1852908	7577	Phineas Banning Senior High STEAM Magnet	1527 Lakme Ave	Wilmington	CA	90744	310-847-3700	310-830-5515	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1556201	5562	Charles W Barrett Elementary	419 W 98th St	Los Angeles	CA	90003	323-756-1419	323-418-0227	K- 5	1 Trk	S	1-Dr George J McKenna III	2020-05-14
1556202	2287	Charles W Barrett Elementary DL Two-Way Im Spanish	419 W 98th St	Los Angeles	CA	90003	323-756-1419	323-418-0227	K- 2	1 Trk	S	1-Dr George J McKenna III	2020-05-14
1231501	2315	Barton Hill Elementary	423 N Pacific Ave	San Pedro	CA	90731	310-547-2471	310-832-4531	K- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1231502	2330	Barton Hill Elementary Maritime STEAM Magnet	423 N Pacific Ave	San Pedro	CA	90731	310-547-2471	310-832-4531	1- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1232301	2323	Bassett Street Elementary	15756 Bassett St	Lake Balboa	CA	91406	818-782-1340	818-782-8681	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1232901	2329	Beachy Avenue Elementary	9757 Beachy Ave	Arleta	CA	91331	818-899-0241	818-890-5532	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1233501	2335	Beckford Charter for Enriched Studies	19130 Tulsa St	Northridge	CA	91326	818-360-1924	818-832-9831	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1234201	2342	Beethoven Street Elementary	3711 Beethoven St	Los Angeles	CA	90066	310-398-6286	310-390-7587	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1853614	7622	Bell Senior High Gifted Science/Tech/Eng/Math Magnet	4328 Bell Ave	Bell	CA	90201	323-832-4700	323-560-7874	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1853601	8536	Bell Senior High	4328 Bell Ave	Bell	CA	90201	323-832-4700	323-560-7874	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1357701	3577	Bellingham Elementary	6728 Bellingham Ave	North Hollywood	CA	91606	818-759-0119	818-759-0181	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1854301	8543	Belmont Senior High	1575 W 2nd St	Los Angeles	CA	90026	213-241-4300	213-250-9706	9-12	1 Trk	C	2-Monica Garcia	2020-05-14
1239701	2397	Belvedere Elementary	3724 E First St	Los Angeles	CA	90063	323-269-0345	323-269-5581	K- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1804701	8047	Belvedere Middle School	312 N Record Ave	Los Angeles	CA	90063	323-266-5400	323-269-6769	6- 8	1 Trk	E	2-Monica Garcia	2020-05-14
1804702	8048	Belvedere Middle School Media/Communications Magnet	312 N Record Ave	Los Angeles	CA	90063	323-266-5468	323-267-6967	6- 8	1 Trk	E	2-Monica Garcia	2020-05-14
1804703	8049	Belvedere Middle School STEAM Magnet	312 N Record Ave	Los Angeles	CA	90063	323-266-5400	323-269-6769	6- 8	1 Trk	E	2-Monica Garcia	2020-05-14
1805701	8057	Berendo Middle School	1157 S Berendo St	Los Angeles	CA	90006	213-739-5600	213-382-8599	6- 8	1 Trk	C	2-Monica Garcia	2020-05-14
1869601	8696	Helen Bernstein Senior High	1309 N Wilton Pl	Hollywood	CA	90028	323-817-6400	323-860-9711	9-12	1 Trk	W	4-Nick Melvoin	2020-05-14
1869602	7535	Helen Bernstein Senior High Cine Arts/Creative Tech Magnet	1309 N Wilton Pl	Hollywood	CA	90028	323-817-6400	323-860-9711	9-10	1 Trk	W	4-Nick Melvoin	2020-05-14
1773401	7734	Helen Bernstein Senior High Science Tech Engineering Math	1309 N Wilton Pl	Hollywood	CA	90028	323-817-6461	323-817-6465	9-12	1 Trk	W	4-Nick Melvoin	2020-05-14
1243801	2438	Bertrand Avenue Elementary	7021 Bertrand Ave	Reseda	CA	91335	818-342-1103	818-609-8761	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1806001	8060	Mary McLeod Bethune Middle School	155 W 69th St	Los Angeles	CA	90003	323-541-1800	323-759-1271	7- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1806002	8061	Mary McLeod Bethune Middle School Science/Tech/Math Magnet	155 W 69th St	Los Angeles	CA	90003	323-541-1800	323-759-1271	7- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1855701	8557	Birmingham Community Charter High School	17000 Haynes St	Lake Balboa	CA	91406	818-758-5200	818-342-5877	9-12	Other	XR	3-Scott M Schmerelson	2020-05-14
1227402	2275	Baldwin Hills Elementary Gifted Magnet	5421 Rodeo Rd	Los Angeles	CA	90016	323-937-7223	323-937-6529	1- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1247001	2470	Blythe Street Elementary	18730 Blythe St	Reseda	CA	91335	818-345-4066	818-344-1637	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1247301	2473	Bonita Street Elementary	21929 Bonita St	Carson	CA	90745	310-834-8588	310-834-8033	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1883101	8831	Boyle Heights Continuation High	544 S Mathews St	Los Angeles	CA	90033	323-264-8070	323-266-7177	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1761501	7615	Boyle Heights HS STEM Magnet	2550 E 6th St	Los Angeles	CA	90023	323-268-1031	323-780-3090	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1247901	2479	Braddock Drive Elementary	4711 Inglewood Blvd	Culver City	CA	90230	310-391-6707	310-390-5134	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1247903	2776	Braddock Drive Elementary DL World Lang Im Mandarin	4711 Inglewood Blvd	Culver City	CA	90230	310-391-6707	310-390-5134	K- 3	1 TRK	W	4-Nick Melvoin	2020-05-14
1247902	2480	Braddock Drive Elementary Gifted Magnet	4711 Inglewood Blvd	Culver City	CA	90230	310-915-5977	310-915-9738	2- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1712301	7123	Thomas Bradley Global Awareness Magnet	3875 Dublin Ave	Los Angeles	CA	90008	323-292-8195	323-292-2413	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1248601	2486	Brainard Elementary	11407 Brainard Ave	Lakeview Terrace	CA	91342	818-899-5241	818-890-9991	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1875401	8754	Francisco Bravo Senior High Medical Magnet	1200 N Cornwell St	Los Angeles	CA	90033	323-227-4400	323-342-9139	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1249301	2493	Breed Street Elementary	2226 E Third St	Los Angeles	CA	90033	323-269-4343	323-269-0733	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1250701	2507	Brentwood Elementary Science Magnet	740 Gretna Green Way	Los Angeles	CA	90049	310-826-5631	310-826-1021	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1252101	2521	Bridge Street Elementary	605 N Boyle Ave	Los Angeles	CA	90033	323-222-0165	323-226-0494	K- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1686701	6867	Harry Bridges Span School	1235 Broad Ave	Wilmington	CA	90744	310-522-5400	310-835-1575	K- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1716401	7164	Birdielee V Bright Elementary	1771 W 36th St	Los Angeles	CA	90018	323-733-1178	323-735-5103	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1894701	8947	Bright Star Secondary Academy	5431 W 98th St	Los Angeles	CA	90045	424-789-8337	323-978-5122	9-12	Other	XR	1-Dr George J McKenna III	2020-05-14
1252701	2527	Broad Avenue Elementary	24815 Broad Ave	Wilmington	CA	90744	310-835-3118	310-835-6012	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1252702	2453	Broad Avenue Elementary DL Two-Way Im Spanish	24815 Broad Ave	Wilmington	CA	90744	310-835-3118	310-835-6012	K- 1	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1253001	2530	Broadacres Avenue Elementary	19424 S Broadacres Ave	Carson	CA	90746	310-537-1980	310-639-4240	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1382901	3829	Hillery T Broadous Elementary	12561 Filmore St	Pacoima	CA	91331	818-896-5236	818-834-4961	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1382902	3830	Hillery T Broadous Elementary Science/Tech/Math Magnet	12561 Filmore St	Pacoima	CA	91331	818-896-5236	818-834-4961	3- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1253401	2534	Broadway Elementary	1015 Lincoln Blvd	Venice	CA	90291	310-392-4944	310-314-7349	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1253403	2778	Broadway Elementary DL World Lang Im Mandarin	1015 Lincoln Blvd	Venice	CA	90291	310-392-4944	310-314-7349	K- 5	1 TRK	W	4-Nick Melvoin	2020-05-14
1253402	2777	Broadway Elementary DL World Lang Im Spanish	1015 Lincoln Blvd	Venice	CA	90291	310-392-4944	310-314-7349	K- 5	1 TRK	W	4-Nick Melvoin	2020-05-14
1254801	2548	Brockton Avenue Elementary	1309 Armacost Ave	Los Angeles	CA	90025	310-479-6090	310-996-1168	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1256201	2562	Brooklyn Avenue Elementary	4620 Cesar Chavez Ave	Los Angeles	CA	90022	323-269-8161	323-264-6144	K- 8	1 Trk	E	2-Monica Garcia	2020-05-14
1258902	2590	Bryson Avenue Elementary Science/Tech/Math Magnet	4470 Missouri Ave	South Gate	CA	90280	323-569-7141	323-567-5386	1- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1258901	2589	Bryson Avenue Elementary	4470 Missouri Ave	South Gate	CA	90280	323-569-7141	323-567-5386	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1260302	2604	Buchanan Street Elementary Science/Tech/Math Magnet	5024 Buchanan St	Los Angeles	CA	90042	323-256-0627	323-254-9363	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1260301	2603	Buchanan Street Elementary	5024 Buchanan St	Los Angeles	CA	90042	323-255-7118	323-254-9363	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1261601	2616	Budlong Avenue Elementary	5940 S Budlong Ave	Los Angeles	CA	90044	323-750-6955	323-778-3811	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1263001	2630	Burbank Boulevard Elementary	12215 Albers St	North Hollywood	CA	91607	818-763-6497	818-763-1431	K- 5	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1263002	2285	Burbank Boulevard Elementary Gifted Global Learning Magnet	12215 Albers St	North Hollywood	CA	91607	818-763-6497	818-763-1431	2- 5	1 TRK	NE	3-Scott M Schmerelson	2020-05-14
1806601	8066	Luther Burbank Middle School Arts/Technology/Community Mag	6460 N Figueroa St	Los Angeles	CA	90042	323-340-4400	323-257-7420	6- 8	1 Trk	C	5-Jackie Goldberg	2020-05-14
1806603	8022	Luther Burbank Middle School Police Academy Magnet	6468 N Figueroa St	Los Angeles	CA	90042	323-340-4400	323-257-7420	6- 8	1 Trk	C	5-Jackie Goldberg	2020-05-14
1861201	8612	Cal Burke High School	14630 Lanark St	Panorama City	CA	91402	818-781-7665	818-781-3226	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1807502	8076	John Burroughs Middle School Gifted Magnet	600 S Mc Cadden Pl	Los Angeles	CA	90005	323-549-5000	323-934-9051	6- 8	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1807501	8075	John Burroughs Middle School	600 S Mc Cadden Pl	Los Angeles	CA	90005	323-549-5000	323-934-9051	6- 8	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1265801	2658	Burton Street Elementary	8111 Calhoun Ave	Panorama City	CA	91402	818-908-1287	818-785-6680	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1267102	4818	Bushnell Way Elementary DL Two-Way Im Spanish	5507 Bushnell Way	Los Angeles	CA	90042	323-255-6511	323-255-6343	K- 1	1 Trk	C	5-Jackie Goldberg	2020-05-14
1267101	2671	Bushnell Way Elementary	5507 Bushnell Way	Los Angeles	CA	90042	323-255-6511	323-255-6343	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1808001	8080	Richard E Byrd Middle School	8501 Arleta Ave	Sun Valley	CA	91352	818-394-4300	818-768-1837	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1808002	8081	Richard E Byrd Middle School Science/Tech/Math Magnet	8501 Arleta Ave	Sun Valley	CA	91352	818-394-4338	818-768-1837	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1268501	2685	Cabrillo Avenue Elementary	732 S Cabrillo Ave	San Pedro	CA	90731	310-832-6446	310-833-2699	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1268502	2441	Cabrillo Av El STEAM Magnet	732 S Cabrillo Ave	San Pedro	CA	90731	310-832-6446	310-833-2699	1- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1269901	2699	Cahuenga Elementary	220 S Hobart Blvd	Los Angeles	CA	90004	213-386-6303	213-387-7010	K- 5	1 Trk	C	2-Monica Garcia	2020-05-14
1269902	2780	Cahuenga Elementary DL One-Way Im Spanish	220 S Hobart Blvd	Los Angeles	CA	90004	213-386-6303	213-387-7010	K- 4	1 TRK	C	2-Monica Garcia	2020-05-14
1269903	2783	Cahuenga Elementary DL Two-Way Im Korean	220 S Hobart Blvd	Los Angeles	CA	90004	213-386-6303	213-387-7010	K- 5	1 TRK	C	2-Monica Garcia	2020-05-14
1758401	7584	California Collegiate Charter	5101 S Western Ave	Los Angeles	CA	90062	323-450-7290	323-451-8791	6- 7	OTHER	XR	1-Dr George J McKenna III	2020-05-14
1270401	2704	Calabash Charter Academy	23055 Eugene St	Woodland Hills	CA	91364	818-224-4430	818-225-9385	K- 5	1 Trk	NW	4-Nick Melvoin	2020-05-14
1270601	2706	Calahan Street Elementary	18722 Knapp St	Northridge	CA	91324	818-886-4612	818-886-0760	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1271201	2712	Calvert Charter for Enriched Studies	19850 Delano St	Woodland Hills	CA	91367	818-347-2681	818-347-5301	K- 5	1 Trk	NW	4-Nick Melvoin	2020-05-14
1272601	2726	Camellia Avenue Elementary	7451 Camellia Ave	North Hollywood	CA	91605	818-765-5255	818-765-4909	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1272602	4819	Camellia Avenue Elementary DL Two-Way Im Spanish	7451 Camellia Av	North Hollywood	CA	91605	818-765-5255	818-765-4909	K- K	1 Trk	NE	6-Kelly Gonez	2020-05-14
1225101	2251	Camino Nuevo Academy #4	1018 Mohawk St	Los Angeles	CA	90026	213-353-5300	213-483-1688	K- 8	Other	XR	5-Jackie Goldberg	2020-05-14
1201701	2017	Camino Nuevo Charter Academy	697 S Burlington Ave	Los Angeles	CA	90057	213-413-4245	213-413-8553	K- 8	Other	XR	2-Monica Garcia	2020-05-14
1598701	5987	Camino Nuevo Charter Academy #2	3400 W 3rd St	Los Angeles	CA	90020	213-736-5542	213-427-0863	K- 8	Other	XR	2-Monica Garcia	2020-05-14
1215701	2157	Camino Nuevo Elementary School #3	1723 Cordova St	Los Angeles	CA	90007	323-730-7160	323-737-5726	K- 8	Other	XR	2-Monica Garcia	2020-05-14
1857001	8570	Camino Nuevo High School	1215 W Miramar St	Los Angeles	CA	90026	213-240-8700	213-481-1001	9-10	Other	XR	2-Monica Garcia	2020-05-14
1762401	7624	Camino Nuevo High School #2	3500 W Temple St	Los Angeles	CA	90004	213-736-5566	213-736-5066	9-12	Other	XR	2-Monica Garcia	2020-05-14
1274001	2740	Canfield Avenue Elementary	9233 Airdrome St	Los Angeles	CA	90035	310-552-2525	310-551-3012	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1275301	2753	Canoga Park Elementary	7438 Topanga Canyon Blvd	Canoga Park	CA	91303	818-340-3591	818-592-0845	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1857101	8571	Canoga Park Senior High	6850 Topanga Cyn Blvd	Canoga Park	CA	91303	818-673-1300	818-702-8942	9-12	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1857106	8146	Canoga Park Senior High Communication Arts/Media Magnet	6850 Topanga Cyn Blvd	Canoga Park	CA	91303	818-673-1300	818-702-8942	9-12	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1857102	8572	Canoga Park Senior High Eng & Evn/Vet Science Magnet	6850 Topanga Cyn Blvd	Canoga Park	CA	91303	818-673-1363	818-702-8942	9-12	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1276702	2442	Cantara Street Elementary Visual/Performing Arts Magnet	17950 Cantara St	Reseda	CA	91335	818-342-5191	818-344-1214	3- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1276701	2767	Cantara Street Elementary	17950 Cantara St	Reseda	CA	91335	818-342-5191	818-344-1214	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1278101	2781	Canterbury Avenue Elementary	13670 Montague St	Arleta	CA	91331	818-892-1104	818-895-2653	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1278102	2782	Canterbury Avenue Elementary Gifted Magnet	13670 Montague St	Arleta	CA	91331	818-892-1104	818-895-2653	1- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1279501	2795	Canyon Charter Elementary	421 Entrada Dr	Santa Monica	CA	90402	310-454-7510	310-454-7543	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1280201	2802	Capistrano Avenue Elementary	8118 Capistrano Ave	West Hills	CA	91304	818-883-8981	818-340-2187	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1740101	7401	Andres & Maria Cardenas Elementary	6900 Calhoun Ave	Van Nuys	CA	91405	818-908-6700	818-374-1327	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1194402	2092	Berenece Carlson Home School	10952 Whipple St	North Hollywood	CA	91602	818-509-8759	818-505-0246	K-12	1 Trk	XS	3-Scott M Schmerelson	2020-05-14
1194401	1944	Berenece Carlson Home Hospital School	10952 Whipple St	North Hollywood	CA	91602	818-509-8759	818-505-0246	K-12	1 Trk	XS	3-Scott M Schmerelson	2020-05-14
1809001	8090	Andrew Carnegie Middle School	21820 Bonita St	Carson	CA	90745	310-952-5700	310-830-9015	6- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1281501	2815	Caroldale Learning Community	22424 Caroldale Ave	Carson	CA	90745	310-320-8570	310-320-6803	K- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1282201	2822	Carpenter Community Charter	3909 Carpenter Ave	Studio City	CA	91604	818-761-4363	818-508-6724	K- 5	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1765701	7657	Carson Senior High - Academy of Education and Empowerment	22328 S Main St	Carson	CA	90745	310-847-1455	310-847-1451	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1765601	7656	Carson Senior High - Academy of Medical Arts	22328 S Main St	Carson	CA	90745	310-847-1465	310-847-1471	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1857501	8575	Carson Senior High	22328 S Main St	Carson	CA	90745	310-847-6000	310-518-5817	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1283601	2836	Carson Street Elementary	161 E Carson St	Carson	CA	90745	310-834-4508	310-549-9660	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1293901	2939	Carson-Gore Academy of Environmental Studies	3200 W Washington Blvd	Los Angeles	CA	90018	323-766-5500	323-735-1039	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1293902	4820	Carson-Gore Elementary DL Two-Way Im Spanish	3200 W Washington Bl	Los Angeles	CA	90018	323-766-5500	323-735-1039	K- K	1 Trk	W	1-Dr George J McKenna III	2020-05-14
